sysbench 1.0.11 (using bundled LuaJIT 2.1.0-beta2)

Running the test with following options:
Number of threads: 56
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Initializing worker threads...

Threads started!

1,56,361.13,15434.69,9225.70,5319.14,889.85,314.45,3.99,0.00
2,56,419.14,14607.84,7864.60,5904.96,838.28,549.52,3.00,0.00
3,56,463.00,17742.10,10486.06,6330.03,926.00,196.89,2.00,0.00
4,56,490.01,18152.38,10692.23,6480.14,980.02,189.93,3.00,0.00
5,56,515.00,19921.87,12085.92,6805.96,1029.99,530.08,3.00,0.00
6,56,497.00,19146.12,11265.07,6887.04,994.01,193.38,1.00,0.00
7,56,533.99,20401.49,11780.71,7552.81,1067.97,170.48,3.00,0.00
8,56,627.00,21835.00,12768.00,7813.00,1254.00,158.63,3.00,0.00
9,56,505.00,20332.02,12016.01,7306.01,1010.00,164.45,1.00,0.00
10,56,583.02,22922.62,13781.37,7975.22,1166.03,442.73,1.00,0.00
11,56,692.99,26567.65,15991.79,9189.88,1385.98,139.85,3.00,0.00
12,56,1000.01,37179.32,21274.18,13905.12,2000.02,89.16,2.00,0.00
13,56,1138.02,41685.69,23657.39,15752.26,2276.04,80.03,8.00,0.00
14,56,1195.93,44776.38,25801.49,16583.03,2391.86,77.19,5.00,0.00
15,56,1286.00,48414.82,28485.89,17356.93,2571.99,73.13,10.00,0.00
16,56,1017.04,36909.38,20956.78,13918.52,2034.08,244.38,3.00,0.00
17,56,358.00,15241.13,9718.08,4807.04,716.01,773.68,1.00,0.00
18,56,340.00,13288.87,7682.93,4925.95,679.99,601.29,3.00,0.00
19,56,436.01,16681.26,9863.15,5946.09,872.01,520.62,1.00,0.00
20,56,431.98,16765.38,9829.64,6071.78,863.97,458.96,1.00,0.00
21,56,581.95,22367.06,13651.82,7551.35,1163.90,331.91,1.00,0.00
22,56,718.07,27256.73,16200.62,9619.96,1436.14,150.29,3.00,0.00
23,56,639.02,24641.65,14659.39,8704.23,1278.03,153.02,0.00,0.00
24,56,654.00,24057.86,13829.92,8919.95,1307.99,193.38,3.00,0.00
25,56,639.00,23551.97,13819.98,8453.99,1278.00,167.44,3.00,0.00
26,56,610.00,23565.86,13848.92,8496.95,1219.99,183.21,2.00,0.00
27,56,601.01,22157.19,12652.11,8303.07,1202.01,223.34,5.00,0.00
28,56,598.98,21847.41,12231.67,8417.77,1197.97,219.36,4.00,0.00
29,56,601.01,21180.22,12022.12,7956.08,1202.01,211.60,1.00,0.00
30,56,650.01,25206.41,15132.25,8774.14,1300.02,189.93,3.00,0.00
31,56,594.94,21068.91,11637.84,8241.18,1189.88,215.44,5.00,0.00
32,56,617.06,21208.06,11821.15,8152.79,1234.12,211.60,1.00,0.00
33,56,630.99,22683.81,12926.89,8494.93,1261.99,204.11,1.00,0.00
34,56,694.00,24474.98,13675.99,9410.99,1388.00,186.54,4.00,0.00
35,56,715.00,26716.07,15882.04,9404.02,1430.00,155.80,6.00,0.00
36,56,693.99,24502.55,13757.75,9356.83,1387.97,167.44,2.00,0.00
37,56,619.02,22068.59,12438.33,8392.22,1238.03,207.82,3.00,0.00
38,56,648.00,22197.12,12399.07,8503.05,1295.01,207.82,2.00,0.00
39,56,587.99,22133.44,13004.67,7951.80,1176.97,215.44,5.00,0.00
40,56,633.99,23399.78,13354.87,8776.92,1267.99,200.47,3.00,0.00
41,56,675.02,26586.77,15516.45,9720.28,1350.04,189.93,2.00,0.00
42,56,639.00,24068.99,13529.99,9261.00,1278.00,204.11,6.00,0.00
43,56,634.99,21868.78,11678.88,8919.91,1269.99,215.44,3.00,0.00
44,56,639.96,23133.61,13738.17,8115.51,1279.92,200.47,2.00,0.00
45,56,656.04,23241.56,12792.86,9136.61,1312.09,196.89,1.00,0.00
46,56,675.00,24383.13,14133.08,8900.05,1350.01,170.48,3.00,0.00
47,56,670.99,24021.74,14115.85,8563.91,1341.99,196.89,3.00,0.00
48,56,643.98,24723.27,14465.57,8969.74,1287.96,196.89,4.00,0.00
49,56,659.00,23627.01,13723.00,8586.00,1318.00,204.11,1.00,0.00
50,56,683.97,24736.00,14173.43,9194.63,1367.94,189.93,5.00,0.00
51,56,720.05,28291.81,17086.09,9765.63,1440.09,176.73,4.00,0.00
52,56,673.00,24217.03,13934.02,8937.01,1346.00,183.21,2.00,0.00
53,56,684.01,23429.36,12751.20,9310.14,1368.02,167.44,2.00,0.00
54,56,755.00,27561.07,16150.04,9901.03,1510.00,200.47,6.00,0.00
55,56,784.99,29226.74,17345.85,10310.91,1569.99,167.44,3.00,0.00
56,56,801.00,28040.92,16004.95,10433.97,1602.00,142.39,2.00,0.00
57,56,791.99,29124.62,17015.78,10524.86,1583.98,173.58,5.00,0.00
58,56,793.98,28028.14,15629.52,10810.67,1587.95,144.97,4.00,0.00
59,56,747.02,27457.78,15559.44,10404.30,1494.04,176.73,1.00,0.00
60,56,863.02,33656.86,20449.52,11481.29,1726.04,142.39,5.00,0.00
61,56,882.94,35344.78,21494.65,12084.24,1765.89,134.90,5.00,0.00
62,56,883.01,34010.39,20736.24,11508.13,1766.02,139.85,4.00,0.00
63,56,898.99,31745.63,18378.79,11568.87,1797.98,137.35,2.00,0.00
64,56,656.04,22545.31,12279.71,8953.52,1312.08,308.84,3.00,0.00
65,56,788.00,29219.15,16348.08,11295.06,1576.01,147.61,5.00,0.00
66,56,748.99,26090.54,14429.74,10162.82,1497.97,173.58,6.00,0.00
67,56,865.01,30710.19,17706.11,11274.07,1730.01,142.39,1.00,0.00
68,56,815.01,30800.37,17845.21,11325.13,1630.02,144.97,5.00,0.00
69,56,765.99,29294.64,17212.79,10549.87,1531.98,183.21,2.00,0.00
